Indicator_Id,Indicator,Indicator_Name,answer,Display_Name,Dataset,Rank,Category_11,Category_12,Category_13,Category_14,Category_15,Category_21,Category_22,Category_23,Category_24,Category_25,Category_31,Category_32,Category_33,Category_34,New1,New2,New3,New4,New5,keyN
IPD713,,B5012,B5012,Public support in moving upmarket and acquiring technologies: SMEs,IPD,,,,,,,,,,,,,,,,,,,,,713
IPD916,,B5011,B5011,Technology transfers: foreign to domestic stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,916
IPD703,,B5010,B5010,Public authorities support to public or private R&D,IPD,,,,,,,,,,,,,,,,,,,,,703
IPD914,,B5002,B5002,Technical capacities: large companies,IPD,,,,,,,,,,,,,,,,,,,,,914
IPD913,,B5001,B5001,Technical capacities: SMEs,IPD,,,,,,,,,,,,,,,,,,,,,913
IPD746,,B5000,B5000,Relationship between firms and universitiesresearch institutes,IPD,,,,,,,,,,,,,,,,,,,,,746
IPD906,,B4042,B4042,Subsidies: petrol at the pumps,IPD,,,,,,,,,,,,,,,,,,,,,906
IPD905,,B4041,B4041,Subsidies: commodities,IPD,,,,,,,,,,,,,,,,,,,,,905
IPD822,,B4040,B4040,Share of administered prices,IPD,,,,,,,,,,,,,,,,,,,,,822
IPD77,,B4030,B4030,Balance of the accounts of Stateowned and partly Stateowned firms,IPD,,,,,,,,,,,,,,,,,,,,,77
IPD671,,B4023,B4023,Privatization: replacement of managersshareholders,IPD,,,,,,,,,,,,,,,,,,,,,671
IPD672,,B4022,B4022,Privatization: transfer pricemarket price,IPD,,,,,,,,,,,,,,,,,,,,,672
IPD952,,B4021,B4021,Transparency of privatisation procedures,IPD,,,,,,,,,,,,,,,,,,,,,952
IPD670,,B4020,B4020,Privatization programme: strategic vision,IPD,,,,,,,,,,,,,,,,,,,,,670
IPD683,,B4015,B4015,Proportion of public sector: public transport,IPD,,,,,,,,,,,,,,,,,,,,,683
IPD684,,B4014,B4014,Proportion of public sector: telecommunications,IPD,,,,,,,,,,,,,,,,,,,,,684
IPD681,,B4013,B4013,Proportion of public sector: electricity,IPD,,,,,,,,,,,,,,,,,,,,,681
IPD685,,B4012,B4012,Proportion of public sector: water and sanitation,IPD,,,,,,,,,,,,,,,,,,,,,685
IPD680,,B4011,B4011,Proportion of public sector: basic healthcare,IPD,,,,,,,,,,,,,,,,,,,,,680
IPD682,,B4010,B4010,Proportion of public sector: primary and secondary education,IPD,,,,,,,,,,,,,,,,,,,,,682
IPD676,,B4000,B4000,Proportion of GDP accounted for by Stateowned and partly Stateowned firms,IPD,,,,,,,,,,,,,,,,,,,,,676
IPD679,,B3050,B3050,Proportion of public revenues from the exploitation of natural resources,IPD,,,,,,,,,,,,,,,,,,,,,679
IPD315,,B3042,B3042,Exploitation of natural resources: achievement of objectives serving the general interest,IPD,,,,,,,,,,,,,,,,,,,,,315
IPD776,,B3041,B3041,Revenues from the exploitation of natural resources: longterm investment,IPD,,,,,,,,,,,,,,,,,,,,,776
IPD777,,B3040,B3040,Revenues from the exploitation of natural resources: transparency,IPD,,,,,,,,,,,,,,,,,,,,,777
IPD710,,B3031,B3031,Public procurement: conditions relating to the general interest,IPD,,,,,,,,,,,,,,,,,,,,,710
IPD907,,B3030,B3030,Support: related to general interest objectives,IPD,,,,,,,,,,,,,,,,,,,,,907
IPD242,,B3020,B3020,Dynamism of Special Economic Zones,IPD,,,,,,,,,,,,,,,,,,,,,242
IPD910,,B3010,B3010,Targeted support: emerging dynamic sectors,IPD,,,,,,,,,,,,,,,,,,,,,910
IPD245,,B3001,B3001,Ease of setting up a subsidiary of a foreign firm,IPD,,,,,,,,,,,,,,,,,,,,,245
IPD246,,B3000,B3000,Ease of starting a business (local law),IPD,,,,,,,,,,,,,,,,,,,,,246
IPD476,,A9081,A9081,Integration capacity: smaller cities and towns,IPD,,,,,,,,,,,,,,,,,,,,,476
IPD475,,A9080,A9080,Integration capacity: major cities,IPD,,,,,,,,,,,,,,,,,,,,,475
IPD947,,A9072,A9072,Traditional solidarity: between urban and rural areas,IPD,,,,,,,,,,,,,,,,,,,,,947
IPD948,,A9071,A9071,Traditional solidarity: rural areas,IPD,,,,,,,,,,,,,,,,,,,,,948
IPD938,,A9070,A9070,Traditional Solidarity: urban and periurban areas,IPD,,,,,,,,,,,,,,,,,,,,,938
IPD467,,A9062,A9062,Institutional Solidarity: retirement,IPD,,,,,,,,,,,,,,,,,,,,,467
IPD468,,A9061,A9061,Institutional Solidarity: unemployment,IPD,,,,,,,,,,,,,,,,,,,,,468
IPD466,,A9060,A9060,Institutional Solidarity: health and disability,IPD,,,,,,,,,,,,,,,,,,,,,466
IPD924,,A9055,A9055,Territorial coverage: maintenance and solid waste disposal,IPD,,,,,,,,,,,,,,,,,,,,,924
IPD926,,A9054,A9054,Territorial coverage: transport infrastructure,IPD,,,,,,,,,,,,,,,,,,,,,926
IPD923,,A9053,A9053,Territorial coverage: electricity grid,IPD,,,,,,,,,,,,,,,,,,,,,923
IPD922,,A9052,A9052,Territorial coverage: drinking water and sanitation networks,IPD,,,,,,,,,,,,,,,,,,,,,922
IPD921,,A9051,A9051,Territorial coverage: basic healthcare services,IPD,,,,,,,,,,,,,,,,,,,,,921
IPD925,,A9050,A9050,Territorial coverage: public schools,IPD,,,,,,,,,,,,,,,,,,,,,925
IPD279,,A9043,A9043,Equal treatment: access to public employment,IPD,,,,,,,,,,,,,,,,,,,,,279
IPD282,,A9042,A9042,Equal treatment: administrative procedures,IPD,,,,,,,,,,,,,,,,,,,,,282
IPD280,,A9041,A9041,Equal treatment: access to public healthcare,IPD,,,,,,,,,,,,,,,,,,,,,280
IPD281,,A9040,A9040,Equal treatment: access to public schools,IPD,,,,,,,,,,,,,,,,,,,,,281
IPD189,,A9034,A9034,Discrimination: on grounds of geographical origin,IPD,,,,,,,,,,,,,,,,,,,,,189
IPD190,,A9033,A9033,Discrimination: on grounds of regional origin,IPD,,,,,,,,,,,,,,,,,,,,,190
IPD191,,A9032,A9032,Discrimination: on grounds of religion,IPD,,,,,,,,,,,,,,,,,,,,,191
IPD187,,A9031,A9031,"Discrimination: on grounds of ethnicity, caste",IPD,,,,,,,,,,,,,,,,,,,,,187
IPD188,,A9030,A9030,Discrimination: on grounds of gender,IPD,,,,,,,,,,,,,,,,,,,,,188
IPD587,,A9022,A9022,Middle Classes: political and cultural influence,IPD,,,,,,,,,,,,,,,,,,,,,587
IPD170,,A9021,A9021,Development of the middle classes: living standards and social status,IPD,,,,,,,,,,,,,,,,,,,,,170
IPD171,,A9020,A9020,Development of the middle classes: size,IPD,,,,,,,,,,,,,,,,,,,,,171
IPD268,,A9011,A9011,Elite: capacity to mobilize society,IPD,,,,,,,,,,,,,,,,,,,,,268
IPD593,,A9010,A9010,Mobilisation of society to take up challenges,IPD,,,,,,,,,,,,,,,,,,,,,593
IPD819,,A9000,A9000,Sense of national identity,IPD,,,,,,,,,,,,,,,,,,,,,819
IPD602,,A8020,A8020,Neighbouring countries: destabilisation  conflict,IPD,,,,,,,,,,,,,,,,,,,,,602
IPD350,,A8011,A8011,Freedom of access to the foreign press (no seizures),IPD,,,,,,,,,,,,,,,,,,,,,350
IPD351,,A8010,A8010,Freedom of access: cablesatellite,IPD,,,,,,,,,,,,,,,,,,,,,351
IPD356,,A8002,A8002,Freedom of movement for nationals (world),IPD,,,,,,,,,,,,,,,,,,,,,356
IPD366,,A8001,A8001,Freedom to leave the country,IPD,,,,,,,,,,,,,,,,,,,,,366
IPD355,,A8000,A8000,Freedom of entry for foreigners,IPD,,,,,,,,,,,,,,,,,,,,,355
IPD920,,A6041,A6041,Termination of contract without compensation: foreign stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,920
IPD919,,A6040,A6040,Termination of contract without compensation: domestic stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,919
IPD774,,A6031,A6031,Restructuring procedures,IPD,,,,,,,,,,,,,,,,,,,,,774
IPD465,,A6030,A6030,Insolvency legislation,IPD,,,,,,,,,,,,,,,,,,,,,465
IPD410,,A6023,A6023,Impartiality of the justice system in commercial disputes involving nationals and foreigners,IPD,,,,,,,,,,,,,,,,,,,,,410
IPD409,,A6022,A6022,Impartiality of the justice system in commercial disputes involving national stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,409
IPD411,,A6021,A6021,Impartiality of the justice system in commercial disputes involving the State,IPD,,,,,,,,,,,,,,,,,,,,,411
IPD535,,A6020,A6020,Judicial decisions in commercial matters: timeliness,IPD,,,,,,,,,,,,,,,,,,,,,535
IPD603,,A6011,A6011,Observance of contractual terms: national and foreign private stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,603
IPD604,,A6010,A6010,Observance of contractual terms: national private stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,604
IPD116,,A6003,A6003,Compensation in cases of expropriation: production means,IPD,,,,,,,,,,,,,,,,,,,,,116
IPD115,,A6002,A6002,Compensation in cases of expropriation: land ownership,IPD,,,,,,,,,,,,,,,,,,,,,115
IPD40,,A6001,A6001,Arbitrary pressures on private property,IPD,,,,,,,,,,,,,,,,,,,,,40
IPD548,,A6000,A6000,Legal means to protect property rights,IPD,,,,,,,,,,,,,,,,,,,,,548
IPD405,,A5100,A5100,Hopes of young people,IPD,,,,,,,,,,,,,,,,,,,,,405
IPD865,,A5092,A5092,Societys capacity for legal and institutional adaptation and innovation,IPD,,,,,,,,,,,,,,,,,,,,,865
IPD866,,A5091,A5091,Societys capacity for managerial adaptation and innovation,IPD,,,,,,,,,,,,,,,,,,,,,866
IPD867,,A5090,A5090,Societys capacity technological adaptation and innovation,IPD,,,,,,,,,,,,,,,,,,,,,867
IPD94,,A5084,A5084,Capacity of national public authorities hampered: lack of cooperation with neighbours,IPD,,,,,,,,,,,,,,,,,,,,,94
IPD93,,A5083,A5083,Capacity of national public authorities hampered: external stakeholders,IPD,,,,,,,,,,,,,,,,,,,,,93
IPD96,,A5082,A5082,Capacity of national public authorities hampered: pressure group,IPD,,,,,,,,,,,,,,,,,,,,,96
IPD92,,A5081,A5081,Capacity of national public authorities hampered: divisions between the State apparatus,IPD,,,,,,,,,,,,,,,,,,,,,92
IPD95,,A5080,A5080,Capacity of national public authorities hampered: political divisions,IPD,,,,,,,,,,,,,,,,,,,,,95
IPD631,,A5074,A5074,Overall coherence of public policies,IPD,,,,,,,,,,,,,,,,,,,,,631
IPD141,,A5073,A5073,Cooperation of public authorities and local stakeholders: public policy,IPD,,,,,,,,,,,,,,,,,,,,,141
IPD100,,A5072,A5072,Capacity to adapt policies,IPD,,,,,,,,,,,,,,,,,,,,,100
IPD288,,A5071,A5071,Evaluation of public policies,IPD,,,,,,,,,,,,,,,,,,,,,288
IPD709,,A5070,A5070,Public policy experimentation,IPD,,,,,,,,,,,,,,,,,,,,,709
IPD450,,A5060,A5060,Independent decisionmaking: political authorities,IPD,,,,,,,,,,,,,,,,,,,,,450
IPD174,,A5051,A5051,Developmenteconomic growth: public sector elite,IPD,,,,,,,,,,,,,,,,,,,,,174
IPD173,,A5050,A5050,Developmenteconomic growth: political priority,IPD,,,,,,,,,,,,,,,,,,,,,173
IPD933,,A5040,A5040,Think tanks,IPD,,,,,,,,,,,,,,,,,,,,,933
IPD890,,A5033,A5033,Strategic vision: internationalregional integration,IPD,,,,,,,,,,,,,,,,,,,,,890
IPD891,,A5032,A5032,Strategic vision: protection of the environment,IPD,,,,,,,,,,,,,,,,,,,,,891
IPD887,,A5031,A5031,Strategic Vision: territorialurban planning,IPD,,,,,,,,,,,,,,,,,,,,,887
IPD889,,A5030,A5030,Strategic vision: human capital,IPD,,,,,,,,,,,,,,,,,,,,,889
IPD888,,A5022,A5022,Strategic vision: capacity to encourage,IPD,,,,,,,,,,,,,,,,,,,,,888
IPD576,,A5020,A5020,Longterm strategic vision,IPD,,,,,,,,,,,,,,,,,,,,,576
IPD149,,A5011,A5011,Coordinationcollaboration: within administration,IPD,,,,,,,,,,,,,,,,,,,,,149
IPD148,,A5010,A5010,Coordinationcollaboration: between ministries,IPD,,,,,,,,,,,,,,,,,,,,,148
IPD143,,A5002,A5002,Cooperation privatepublic sectors: general interest,IPD,,,,,,,,,,,,,,,,,,,,,143
IPD144,,A5001,A5001,Cooperation privatepublic sectors: involvement by the State,IPD,,,,,,,,,,,,,,,,,,,,,144
IPD142,,A5000,A5000,Cooperation privatepublic sectors,IPD,,,,,,,,,,,,,,,,,,,,,142
IPD911,,A3130,A3130,Tax exemptions,IPD,,,,,,,,,,,,,,,,,,,,,911
IPD8,,A3124,A3124,Ability to reform: environmental protection,IPD,,,,,,,,,,,,,,,,,,,,,8
IPD12,,A3123,A3123,Ability to reform: societal,IPD,,,,,,,,,,,,,,,,,,,,,12
IPD9,,A3122,A3122,Ability to reform: health and education,IPD,,,,,,,,,,,,,,,,,,,,,9
IPD11,,A3121,A3121,Ability to reform: social,IPD,,,,,,,,,,,,,,,,,,,,,11
IPD7,,A3120,A3120,Ability to reform: economic,IPD,,,,,,,,,,,,,,,,,,,,,7
IPD66,,A3113,A3113,Authority of the political bodies over the government,IPD,,,,,,,,,,,,,,,,,,,,,66
IPD10,,A3112,A3112,Ability to reform: justice,IPD,,,,,,,,,,,,,,,,,,,,,10
IPD5,,A3111,A3111,Ability to reform: civil and political rights,IPD,,,,,,,,,,,,,,,,,,,,,5
IPD6,,A3110,A3110,Ability to reform: constitutional fields,IPD,,,,,,,,,,,,,,,,,,,,,6
IPD362,,A3094,A3094,"Freedom to establish and operate: educational, sporting and cultural organizations",IPD,,,,,,,,,,,,,,,,,,,,,362
IPD365,,A3093,A3093,Freedom to establish and operate: religious organisations,IPD,,,,,,,,,,,,,,,,,,,,,365
IPD361,,A3092,A3092,Freedom to establish and operate : professional organisations,IPD,,,,,,,,,,,,,,,,,,,,,361
