Indicator_Id,Indicator,Indicator_Name,answer,Display_Name,Dataset,Rank,Category_11,Category_12,Category_13,Category_14,Category_15,Category_21,Category_22,Category_23,Category_24,Category_25,Category_31,Category_32,Category_33,Category_34,New1,New2,New3,New4,New5,keyN
IBP190,,Q115,Total,Does the executive seek approval from the legislature prior to shifting funds between administrative units that receive explicit funding in theEnacted Budget and is it legally required to do so?,IBP,,,,,,,,,,,,,,,,,,,,,190
IBP251,,Q114,Total,In the past 12 months did a committee of the legislature examine inyear implementation of the Enacted Budget during the relevant budgetexecution period?,IBP,,,,,,,,,,,,,,,,,,,,,251
IBP213,,Q113,Total,During the last approval process did legislative committees responsible for particular sectors eg health education defense etc examinespending in the Executive’s Budget Proposal related to the sector for which they are responsible?,IBP,,,,,,,,,,,,,,,,,,,,,213
IBP214,,Q112,Total,During the last budget approval process did a specialized budget or finance committee in the legislature examine the Executive’s BudgetProposal?,IBP,,,,,,,,,,,,,,,,,,,,,214
IBP216,,Q111,Total,During the most recent budget approval process did the legislature use its authority in law to amend the Executive’s Budget Proposal?,IBP,,,,,,,,,,,,,,,,,,,,,216
IBP203,,Q110,Total,Does the legislature have the authority in law to amend the Executive’s Budget Proposal?,IBP,,,,,,,,,,,,,,,,,,,,,203
IBP280,,Q109,Total,When does the legislature approve the Executive’s Budget Proposal?,IBP,,,,,,,,,,,,,,,,,,,,,280
IBP225,,Q108,Total,How far in advance of the start of the budget year does the legislature receive the Executive’s Budget Proposal?,IBP,,,,,,,,,,,,,,,,,,,,,225
IBP198,,Q107,Total,Does the full legislature andor a legislative committee debate budget policy prior to the tabling of the Executive’s Budget Proposal?,IBP,,,,,,,,,,,,,,,,,,,,,198
IBP252,,Q106,Total,In the past 12 months how frequently did the head or a senior staff member of the Independent Fiscal Institution IFI take part and testify inhearings of a committee of the legislature?,IBP,,,,,,,,,,,,,,,,,,,,,252
IBP128,,Q105,Total,Does the Independent Fiscal Institution IFI publish its own costings of new policy proposals to assess their impact on the budget?,IBP,,,,,,,,,,,,,,,,,,,,,128
IBP129,,Q104,Total,Does the Independent Fiscal Institution IFI publish macroeconomic andor fiscal forecasts?,IBP,,,,,,,,,,,,,,,,,,,,,129
IBP259,,Q103,Total,Is there an Independent Fiscal Institution IFI that conducts budget analyses for the budget formulation andor approval process?,IBP,,,,,,,,,,,,,,,,,,,,,259
IBP36,,Q102,Total,Does either the Supreme Audit Institution SAI or legislature release to the public a report that tracks actions taken by the executive to address audit recommendations?,IBP,,,,,,,,,,,,,,,,,,,,,36
IBP180,,Q101,Total,Does the executive make available to the public a report on what steps it has taken to address audit recommendations or findings that indicate a need for remedial action?,IBP,,,,,,,,,,,,,,,,,,,,,180
IBP175,,Q100,Total,Does the annual Audit Reports prepared by the Supreme Audit Institution SAI include an executive summary?,IBP,,,,,,,,,,,,,,,,,,,,,175
IBP274,,Q99,Total,What percentage of extrabudgetary funds within the mandate of the Supreme Audit Institution SAI has been audited?,IBP,,,,,,,,,,,,,,,,,,,,,274
IBP273,,Q98,Total,What percentage of expenditures within the mandate of the Supreme Audit Institution SAI has been audited?,IBP,,,,,,,,,,,,,,,,,,,,,273
IBP277,,Q97,Total,What type of audits compliance financial or performance has the Supreme Audit Institution SAI conducted and made available to the public?,IBP,,,,,,,,,,,,,,,,,,,,,277
IBP254,,Q96,Total,Is a financial statement included as part of the YearEnd Report or released as a separate report?,IBP,,,,,,,,,,,,,,,,,,,,,254
IBP170,,Q95,Total,Does the YearEnd Report present the differences between the original estimates of extrabudgetary funds and the actual outcome?,IBP,,,,,,,,,,,,,,,,,,,,,170
IBP167,,Q94,Total,Does the YearEnd Report present the differences between the enacted level of funds for policies both new proposals and existing policies that are intended to benefit directly the country’s most impoverished populations and the actual outcome?,IBP,,,,,,,,,,,,,,,,,,,,,167
IBP173,,Q93,Total,Does the YearEnd Report present the differences between the original estimates of nonfinancial data on results and the actual outcome?,IBP,,,,,,,,,,,,,,,,,,,,,173
IBP172,,Q92,Total,Does the YearEnd Report present the differences between the original estimates of nonfinancial data on inputs and the actual outcome?,IBP,,,,,,,,,,,,,,,,,,,,,172
IBP174,,Q91,Total,Does the YearEnd Report present the differences between the original macroeconomic forecast for the fiscal year and the actual outcome for that year?,IBP,,,,,,,,,,,,,,,,,,,,,174
IBP171,,Q90,Total,Does the YearEnd Report present the differences between the original estimates of government borrowing and debt including its composition for the fiscal year and the actual outcome for that year?,IBP,,,,,,,,,,,,,,,,,,,,,171
IBP164,,Q89,Total,Does the YearEnd Report present individual sources of revenue?,IBP,,,,,,,,,,,,,,,,,,,,,164
IBP165,,Q88,Total,Does the YearEnd Report present revenue estimates by category such as tax and nontax?,IBP,,,,,,,,,,,,,,,,,,,,,165
IBP169,,Q87,Total,Does the YearEnd Report present the differences between the enacted levels including inyear changes approved by the legislature and the actual outcome for revenues?,IBP,,,,,,,,,,,,,,,,,,,,,169
IBP163,,Q86,Total,Does the YearEnd Report present expenditure estimates for individual programs?,IBP,,,,,,,,,,,,,,,,,,,,,163
IBP162,,Q85,Total,Does the YearEnd Report present expenditure estimates by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,162
IBP168,,Q84,Total,Does the YearEnd Report present the differences between the enacted levels including inyear changes approved by the legislature and the actual outcome for expenditures?,IBP,,,,,,,,,,,,,,,,,,,,,168
IBP131,,Q83,Total,Does the MidYear Review of the budget include updated estimates of government borrowing and debt including its composition for the budget year underway?,IBP,,,,,,,,,,,,,,,,,,,,,131
IBP136,,Q82,Total,Does the MidYear Review of the budget present individual sources of revenue?,IBP,,,,,,,,,,,,,,,,,,,,,136
IBP137,,Q81,Total,Does the MidYear Review of the budget present revenue estimates by category such as tax and nontax?,IBP,,,,,,,,,,,,,,,,,,,,,137
IBP133,,Q80,Total,Does the MidYear Review of the budget include updated revenue estimates for the budget year underway?,IBP,,,,,,,,,,,,,,,,,,,,,133
IBP135,,Q79,Total,Does the MidYear Review of the budget present expenditure estimates for individual programs?,IBP,,,,,,,,,,,,,,,,,,,,,135
IBP134,,Q78,Total,Does the MidYear Review of the budget present expenditure estimates by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,134
IBP132,,Q77,Total,Does the MidYear Review of the budget include updated expenditure estimates for the budget year underway?,IBP,,,,,,,,,,,,,,,,,,,,,132
IBP130,,Q76,Total,Does the MidYear Review of the budget include an updated macroeconomic forecast for the budget year underway?,IBP,,,,,,,,,,,,,,,,,,,,,130
IBP16,,Q75,Total,Do InYear Reports present information related to the composition of the total actual debt outstanding?The core information must include interest rates on the debt instruments maturity profile of the debt and whether it is domestic or external debt,IBP,,,,,,,,,,,,,,,,,,,,,16
IBP18,,Q74,Total,Do InYear Reports present three estimates related to actual government borrowing and debt the amount of net new borrowing the total debt outstanding and interest payments?,IBP,,,,,,,,,,,,,,,,,,,,,18
IBP24,,Q73,Total,Do the InYear Reports compare actual yeartodate revenues with either the original estimate for that period based on the enacted budget or the same period in the previous year?,IBP,,,,,,,,,,,,,,,,,,,,,24
IBP17,,Q72,Total,Do InYear Reports present the individual sources of revenue for actual revenues collected?,IBP,,,,,,,,,,,,,,,,,,,,,17
IBP14,,Q71,Total,Do InYear Reports present actual revenue by category such as tax and nontax?,IBP,,,,,,,,,,,,,,,,,,,,,14
IBP23,,Q70,Total,Do the InYear Reports compare actual yeartodate expenditures with either the original estimate for that period based on the enacted budget or the same period in the previous year?,IBP,,,,,,,,,,,,,,,,,,,,,23
IBP26,,Q69,Total,Do the InYear Reports present actual expenditures for individual programs?,IBP,,,,,,,,,,,,,,,,,,,,,26
IBP25,,Q68,Total,Do the InYear Reports present actual expenditures by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,25
IBP11,,Q67,Total,Are “citizens” versions of budget documents published throughout the budget process?,IBP,,,,,,,,,,,,,,,,,,,,,11
IBP221,,Q66,Total,Has the executive established mechanisms to identify the public’s requirements for budget information prior to publishing the Citizens Budget?,IBP,,,,,,,,,,,,,,,,,,,,,221
IBP226,,Q65,Total,How is the Citizens Budget disseminated to the public?,IBP,,,,,,,,,,,,,,,,,,,,,226
IBP265,,Q64,Total,What information is provided in the Citizens Budget? The core information must include expenditure and revenue totals the main policy initiatives in the budget the macroeconomic forecast upon which the budget is based and contact information for followup by citizens,IBP,,,,,,,,,,,,,,,,,,,,,265
IBP42,,Q63,Total,Does the Enacted Budget present three estimates related to government borrowing and debt the amount of net new borrowing required during the budget year the total debt outstanding at the end of the budget year and interest payments on the debt for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,42
IBP40,,Q62,Total,Does the Enacted Budget present individual sources of revenue?,IBP,,,,,,,,,,,,,,,,,,,,,40
IBP41,,Q61,Total,Does the Enacted Budget present revenue estimates by category such as tax and nontax?,IBP,,,,,,,,,,,,,,,,,,,,,41
IBP39,,Q60,Total,Does the Enacted Budget present expenditure estimates for individual programs?,IBP,,,,,,,,,,,,,,,,,,,,,39
IBP38,,Q59,Total,Does the Enacted Budget present expenditure estimates by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,38
IBP140,,Q58,Total,Does the PreBudget Statement present estimates of total expenditures for a multiyear period at least twoyears beyond the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,140
IBP31,,Q57,Total,Does PreBudget Statement present three estimates related to government borrowing and debt the amount of net new borrowing required during the budget year the total debt outstanding at the end of the budget year and interest payments on the debt for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,31
IBP144,,Q56,Total,Does the PreBudget Statement present information on the government’s revenue policies and priorities that will guide the development of detailed estimates for the upcoming budget?The core information must include a discussion of revenue policies and priorities and an estimate of total revenues,IBP,,,,,,,,,,,,,,,,,,,,,144
IBP142,,Q55,Total,Does the PreBudget Statement present information on the government’s expenditure policies and priorities that will guide the development of detailed estimates for the upcoming budget?The core information must include a discussion of expenditure policies and priorities and an estimate of total expenditures,IBP,,,,,,,,,,,,,,,,,,,,,142
IBP146,,Q54,Total,Does the PreBudget Statement present information on the macroeconomic forecast upon which the budget projections are based? The core information must include a discussion of the economic outlook with estimates of nominal GDP level inflation rate real GDP growth and interest rates,IBP,,,,,,,,,,,,,,,,,,,,,146
IBP188,,Q53,Total,Does the executive release to the public its timetable for formulating the Executive’s Budget Proposal that is a document setting deadlines for submissions from other government entities such as line ministries or subnational government to the Ministry of Finance or whatever central government agency is in charge of coordinating the budget’s formulation?,IBP,,,,,,,,,,,,,,,,,,,,,188
IBP60,,Q52,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of policies both new proposals and existing policies that are intended to benefit directly the country’s most impoverished populations in at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,60
IBP5,,Q51,Total,Are performance targets assigned to nonfinancial data on results in the Executive’s Budget Proposal or any supporting budget documentation?,IBP,,,,,,,,,,,,,,,,,,,,,5
IBP113,,Q50,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present nonfinancial data on results in terms of outputs or outcomes for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,113
IBP112,,Q49,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present nonfinancial data on inputs to be acquired for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,112
IBP93,,Q48,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on how the proposed budget both new proposals and existing policies is linked to government’s policy goals for a multiyear period for at least two years beyond the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,93
IBP94,,Q47,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on how the proposed budget both new proposals and existing policies is linked to government’s policy goals for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,94
IBP56,,Q46,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of earmarked revenues?,IBP,,,,,,,,,,,,,,,,,,,,,56
IBP102,,Q45,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on tax expenditures for at least the budget year? The core information must include a statement of purpose or policy rationale for each tax expenditure the intended beneficiaries and an estimate of the revenue foregone,IBP,,,,,,,,,,,,,,,,,,,,,102
IBP61,,Q44,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of the sources of donor assistance both financial and inkind?,IBP,,,,,,,,,,,,,,,,,,,,,61
IBP116,,Q43,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present projections that assess the government’s future liabilities and the sustainability of its finances over the longer term?The core information must cover a period of at least 10 years and include the macroeconomic and demographic assumptions used and a discussion of the fiscal implications and risks highlighted by the projections,IBP,,,,,,,,,,,,,,,,,,,,,116
IBP83,,Q42,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on contingent liabilities such as government loan guarantees or insurance programs?The core information must include a statement of purpose or policy rationale for each contingent liability the new guarantees or insurance commitments proposed for the budget year and the total amount of outstanding guarantees or insurance commitments the gross exposure at the end of the budget year,IBP,,,,,,,,,,,,,,,,,,,,,83
IBP57,,Q41,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of expenditure arrears for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,57
IBP97,,Q40,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on nonfinancial assets held by the government? The core information must include a listing of the assets by category,IBP,,,,,,,,,,,,,,,,,,,,,97
IBP89,,Q39,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on financial assets held by the government?  The core information must include a listing of the assets and an estimate of their value,IBP,,,,,,,,,,,,,,,,,,,,,89
IBP100,,Q38,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on quasifiscal activities for at least the budget year? The core information must include a statement of purpose or policy rationale for the quasifiscal activity and the intended beneficiaries,IBP,,,,,,,,,,,,,,,,,,,,,100
IBP62,,Q37,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of transfers to public corporations for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,62
IBP52,,Q36,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present alternative displays of expenditures such as by gender by age by income or by region to illustrate the financial impact of policies on different groups of citizens for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,52
IBP59,,Q35,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of intergovernmental transfers for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,59
IBP53,,Q34,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present central government finances both budgetary and extrabudgetary on a consolidated basis for at least the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,53
IBP87,,Q33,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on extrabudgetary funds for at least the budget year?The core information must include a statement of purpose or policy rationale for the extrabudgetary fund and complete income expenditure and financing data on a gross basis,IBP,,,,,,,,,,,,,,,,,,,,,87
IBP249,,Q32,Total,In the Executive’s Budget Proposal or any supporting budget documentation what is the most recent year presented for which the debt figures reflect actual outcomes?,IBP,,,,,,,,,,,,,,,,,,,,,249
IBP92,,Q31,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on government borrowing and debt including its composition for the year preceding the budget year BY1? The core information must include the total debt outstanding at the end of BY1 the amount of net new borrowing required during BY1 interest payments on the debt interest rates on the debt instruments maturity profile of the debt and whether it is domestic or external debt,IBP,,,,,,,,,,,,,,,,,,,,,92
IBP248,,Q30,Total,In the Executive’s Budget Proposal or any supporting budget documentation what is the most recent year presented for which all revenues reflect actual outcomes?,IBP,,,,,,,,,,,,,,,,,,,,,248
IBP76,,Q29,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present individual sources of revenue for more than one year prior to the budget year that is BY2 and prior years?,IBP,,,,,,,,,,,,,,,,,,,,,76
IBP119,,Q28,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present revenue estimates by category such as tax and nontax for more than one year prior to the budget year that is BY2 and prior years?,IBP,,,,,,,,,,,,,,,,,,,,,119
IBP241,,Q27,Total,In the Executive’s Budget Proposal or any supporting budget documentation have the original estimates of revenue for the year prior to the budget year BY1 been updated to reflect actual revenue collections?,IBP,,,,,,,,,,,,,,,,,,,,,241
IBP77,,Q26,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present individual sources of revenue for the year preceding the budget year BY1?,IBP,,,,,,,,,,,,,,,,,,,,,77
IBP117,,Q25,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present revenue by category such as tax and nontax for the year preceding the budget year BY1?,IBP,,,,,,,,,,,,,,,,,,,,,117
IBP247,,Q24,Total,In the Executive’s Budget Proposal or any supporting budget documentation what is the most recent year presented for which all expenditures reflect actual outcomes?,IBP,,,,,,,,,,,,,,,,,,,,,247
IBP65,,Q23,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for individual programs for more than one year preceding the budget year that is BY2 and prior years?,IBP,,,,,,,,,,,,,,,,,,,,,65
IBP58,,Q22,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates of expenditure for more than one year prior to the budget year that is BY2 and prior years by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,58
IBP240,,Q21,Total,In the Executive’s Budget Proposal or any supporting budget documentation have expenditure estimates of the year prior to the budget year BY1 been updated from the original enacted levels to reflect actual expenditures?,IBP,,,,,,,,,,,,,,,,,,,,,240
IBP67,,Q20,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for individual programs for the year preceding the budget year BY1?,IBP,,,,,,,,,,,,,,,,,,,,,67
IBP72,,Q19,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for the year preceding the budget year BY1 by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,72
IBP79,,Q18,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information for at least the budget year that shows how new policy proposals as distinct from existing policies affect revenues?,IBP,,,,,,,,,,,,,,,,,,,,,79
IBP78,,Q17,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information for at least the budget year that shows how new policy proposals as distinct from existing policies affect expenditures?,IBP,,,,,,,,,,,,,,,,,,,,,78
IBP127,,Q16,Total,Does the Executive’s Budget Proposal or any supporting budget documentation show the impact of different macroeconomic assumptions ie sensitivity analysis on the budget? The core information must include estimates of the impact on expenditures revenue and debt of different assumptions for the inflation rate real GDP growth and interest rates,IBP,,,,,,,,,,,,,,,,,,,,,127
IBP104,,Q15,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information on the macroeconomic forecast upon which the budget projections are based? The core information must include a discussion of the economic outlook with estimates of nominal GDP level inflation rate real GDP growth and interest rates,IBP,,,,,,,,,,,,,,,,,,,,,104
IBP108,,Q14,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present information related to the composition of the total debt outstanding at the end of the budget year?The core information must include interest rates on the debt instruments maturity profile of the debt and whether it is domestic or external debt,IBP,,,,,,,,,,,,,,,,,,,,,108
IBP123,,Q13,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present three estimates related to government borrowing and debt the amount of net new borrowing required during the budget year the total debt outstanding at the end of the budget year and interest payments on the debt for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,123
IBP55,,Q12,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present estimates for individual sources of revenue presented for a multiyear period at least twoyears beyond the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,55
IBP118,,Q11,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present revenue estimates by category such as tax and nontax for a multiyear period at least twoyears beyond the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,118
IBP120,,Q10,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present the individual sources of nontax revenue such as grants property income and sales of governmentproduced goods and services for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,120
IBP121,,Q9,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present the individual sources of tax revenue such as income tax or VAT for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,121
IBP64,,Q8,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditure estimates for a multiyear period at least twoyears beyond the budget year by program?,IBP,,,,,,,,,,,,,,,,,,,,,64
IBP63,,Q7,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditure estimates for a multiyear period at least twoyears beyond the budget year by any of the three expenditure classifications by administrative economic or functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,63
IBP66,,Q6,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for individual programs for the budget year?,IBP,,,,,,,,,,,,,,,,,,,,,66
IBP234,,Q5,Total,If the Executive’s Budget Proposal or any supporting budget documentation presents expenditures for the budget year by economic classification is the economic classification compatible with international standards?,IBP,,,,,,,,,,,,,,,,,,,,,234
IBP68,,Q4,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for the budget year by economic classification?,IBP,,,,,,,,,,,,,,,,,,,,,68
IBP235,,Q3,Total,If the Executive’s Budget Proposal or any supporting budget documentation presents expenditures for the budget year by functional classification is the functional classification compatible with international standards?,IBP,,,,,,,,,,,,,,,,,,,,,235
IBP69,,Q2,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for the budget year by functional classification?,IBP,,,,,,,,,,,,,,,,,,,,,69
IBP70,,Q1,Total,Does the Executive’s Budget Proposal or any supporting budget documentation present expenditures for the budget year that are classified by administrative unit that is by ministry department or agency?,IBP,,,,,,,,,,,,,,,,,,,,,70
IBP229,,t3ar,Total,How long after the end of the fiscal year are the final annual expenditures of national departments audited and released except for secret programs?,IBP,,,,,,,,,,,,,,,,,,,,,229
IBP228,,t3yer,Total,How long after the end of the budget year is the YearEnd Report made available to the public?,IBP,,,,,,,,,,,,,,,,,,,,,228
IBP231,,t3myr,Total,How long after the midpoint in the fiscal year ie six months into the fiscal year is the MidYear Review made available to the public?,IBP,,,,,,,,,,,,,,,,,,,,,231
IBP278,,t3iyr,Total,When are InYear Reports made available to the public?,IBP,,,,,,,,,,,,,,,,,,,,,278
IBP283,,t3eb,Total,When is the Enacted Budget made available to the public?,IBP,,,,,,,,,,,,,,,,,,,,,283
IBP284,,t3ebp,Total,When is the Executive Budget Proposal made available to the public?,IBP,,,,,,,,,,,,,,,,,,,,,284
