dataset;iso3;subset;year;group;question;answer;indicator;value;keyN;Indicator_Id
IPU;CHL;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;15.83;6;IPU6
IPU;CHL;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;15.79;63;IPU63
IPU;CHN;All;2016;National People's Congress Unicameral;National Peoples Congress Unicameral;Percentage of women;National People's Congress Unicameral Percentage of women;24.25;55;IPU55
IPU;COL;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;18.67;37;IPU37
IPU;COL;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;22.55;63;IPU63
IPU;COM;All;2016;Assembly of the Union Unicameral;Assembly of the Union Unicameral;Percentage of women;Assembly of the Union Unicameral Percentage of women;6.06;5;IPU5
IPU;COG;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;0;45;IPU45
IPU;COG;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;19.44;63;IPU63
IPU;CRI;All;2016;Legislative Assembly Unicameral;Legislative Assembly Unicameral;Percentage of women;Legislative Assembly Unicameral Percentage of women;35.09;41;IPU41
IPU;HRV;All;2016;Croatian Parliament Unicameral;Croatian Parliament Unicameral;Percentage of women;Croatian Parliament Unicameral Percentage of women;18.54;17;IPU17
IPU;CUB;All;2016;National Assembly of the People's Power Unicameral;National Assembly of the Peoples Power Unicameral;Percentage of women;National Assembly of the People's Power Unicameral Percentage of women;48.86;47;IPU47
IPU;CYP;All;2016;House of Representatives Unicameral;House of Representatives Unicameral;Percentage of women;House of Representatives Unicameral Percentage of women;17.86;38;IPU38
IPU;CZE;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;20;6;IPU6
IPU;CZE;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;18.75;63;IPU63
IPU;ZAR;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;8.94;45;IPU45
IPU;ZAR;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;4.63;63;IPU63
IPU;DNK;All;2016;The Danish Parliament Unicameral;The Danish Parliament Unicameral;Percentage of women;The Danish Parliament Unicameral Percentage of women;37.43;70;IPU70
IPU;DJI;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;10.77;46;IPU46
IPU;DMA;All;2016;House of Assembly Unicameral;House of Assembly Unicameral;Percentage of women;House of Assembly Unicameral Percentage of women;25;28;IPU28
IPU;DOM;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;26.84;6;IPU6
IPU;DOM;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;9.380000000000001;63;IPU63
IPU;ECU;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;37.96;46;IPU46
IPU;EGY;All;2016;House of Representatives Unicameral;House of Representatives Unicameral;Percentage of women;House of Representatives Unicameral Percentage of women;14.93;38;IPU38
IPU;SLV;All;2016;Legislative Assembly Unicameral;Legislative Assembly Unicameral;Percentage of women;Legislative Assembly Unicameral Percentage of women;32.14;41;IPU41
IPU;GNQ;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;24;6;IPU6
IPU;GNQ;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;15.07;63;IPU63
IPU;ERI;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;22;46;IPU46
IPU;EST;All;2016;The Estonian Parliament Unicameral;The Estonian Parliament Unicameral;Percentage of women;The Estonian Parliament Unicameral Percentage of women;26.73;71;IPU71
IPU;ETH;All;2016;House of Peoples' Representatives Bicameral;House of Peoples Representatives Bicameral;Percentage of women;House of Peoples' Representatives Bicameral Percentage of women;38.76;36;IPU36
IPU;ETH;All;2016;House of the Federation Bicameral;House of the Federation Bicameral;Percentage of women;House of the Federation Bicameral Percentage of women;32.03;39;IPU39
IPU;FJI;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;16;56;IPU56
IPU;FIN;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;42;56;IPU56
IPU;FRA;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;38.99;45;IPU45
IPU;FRA;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;27.3;63;IPU63
IPU;GAB;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;17.09;45;IPU45
IPU;GAB;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;17.65;63;IPU63
IPU;GEO;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;16;56;IPU56
IPU;DEU;All;2016;German Bundestag Bicameral;German Bundestag Bicameral;Percentage of women;German Bundestag Bicameral Percentage of women;36.98;23;IPU23
IPU;DEU;All;2016;Federal Council Bicameral;Federal Council Bicameral;Percentage of women;Federal Council Bicameral Percentage of women;39.13;19;IPU19
IPU;GHA;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;12.73;56;IPU56
IPU;GRC;All;2016;Hellenic Parliament Unicameral;Hellenic Parliament Unicameral;Percentage of women;Hellenic Parliament Unicameral Percentage of women;18.33;26;IPU26
IPU;GRD;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;33.33;37;IPU37
IPU;GRD;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;15.38;63;IPU63
IPU;GTM;All;2016;Congress of the Republic Unicameral;Congress of the Republic Unicameral;Percentage of women;Congress of the Republic Unicameral Percentage of women;13.92;9;IPU9
IPU;GIN;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;21.93;46;IPU46
IPU;GNB;All;2016;People's National Assembly Unicameral;Peoples National Assembly Unicameral;Percentage of women;People's National Assembly Unicameral Percentage of women;13.73;61;IPU61
IPU;GUY;All;2016;Parliament of the Co-operative Republic of Guyana Unicameral;Parliament of the Cooperative Republic of Guyana Unicameral;Percentage of women;Parliament of the Co-operative Republic of Guyana Unicameral Percentage of women;31.88;58;IPU58
IPU;HTI;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;2.54;6;IPU6
IPU;HTI;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;3.57;63;IPU63
IPU;HND;All;2016;National Congress Unicameral;National Congress Unicameral;Percentage of women;National Congress Unicameral Percentage of women;25.78;48;IPU48
IPU;HUN;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;10.1;46;IPU46
IPU;ISL;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;47.62;56;IPU56
IPU;IND;All;2016;House of the People Bicameral;House of the People Bicameral;Percentage of women;House of the People Bicameral Percentage of women;11.81;40;IPU40
IPU;IND;All;2016;Council of States Bicameral;Council of States Bicameral;Percentage of women;Council of States Bicameral Percentage of women;11.07;13;IPU13
IPU;IDN;All;2016;House of Representatives Unicameral;House of Representatives Unicameral;Percentage of women;House of Representatives Unicameral Percentage of women;19.82;38;IPU38
IPU;IRQ;All;2016;Council of Representatives of Iraq Unicameral;Council of Representatives of Iraq Unicameral;Percentage of women;Council of Representatives of Iraq Unicameral Percentage of women;25.3;12;IPU12
IPU;IRL;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;22.15;37;IPU37
IPU;IRL;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;30;63;IPU63
IPU;ISR;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;27.5;56;IPU56
IPU;ITA;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;30.95;6;IPU6
IPU;ITA;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;28.44;63;IPU63
IPU;JAM;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;17.46;37;IPU37
IPU;JAM;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;23.81;63;IPU63
IPU;JPN;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;9.26;37;IPU37
IPU;JPN;All;2016;House of Councillors Bicameral;House of Councillors Bicameral;Percentage of women;House of Councillors Bicameral Percentage of women;20.66;30;IPU30
IPU;JOR;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;15.38;37;IPU37
IPU;JOR;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;15.38;63;IPU63
IPU;KAZ;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;27.1;37;IPU37
IPU;KAZ;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;10.64;63;IPU63
IPU;KEN;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;19.71;45;IPU45
IPU;KEN;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;26.47;63;IPU63
IPU;KIR;All;2016;House of Assembly Unicameral;House of Assembly Unicameral;Percentage of women;House of Assembly Unicameral Percentage of women;6.52;28;IPU28
IPU;KWT;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;3.08;46;IPU46
IPU;KGZ;All;2016;Supreme Council Unicameral;Supreme Council Unicameral;Percentage of women;Supreme Council Unicameral Percentage of women;19.17;69;IPU69
IPU;LAO;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;27.52;46;IPU46
IPU;LVA;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;16;56;IPU56
IPU;LBN;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;3.12;46;IPU46
IPU;LSO;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;22.88;45;IPU45
IPU;LSO;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;26.67;63;IPU63
IPU;LBR;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;12.33;37;IPU37
IPU;LBR;All;2016;The Liberian Senate Bicameral;The Liberian Senate Bicameral;Percentage of women;The Liberian Senate Bicameral Percentage of women;10;72;IPU72
IPU;LBY;All;2016;House of Representatives Unicameral;House of Representatives Unicameral;Percentage of women;House of Representatives Unicameral Percentage of women;15.96;38;IPU38
IPU;LIE;All;2016;Diet Unicameral;Diet Unicameral;Percentage of women;Diet Unicameral Percentage of women;12;18;IPU18
IPU;LTU;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;21.28;56;IPU56
IPU;LUX;All;2016;Chamber of Deputies Unicameral;Chamber of Deputies Unicameral;Percentage of women;Chamber of Deputies Unicameral Percentage of women;28.33;7;IPU7
IPU;MDG;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;19.21;45;IPU45
IPU;MDG;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;20.63;63;IPU63
IPU;MWI;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;16.67;46;IPU46
IPU;MYS;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;10.36;37;IPU37
IPU;MYS;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;22.06;63;IPU63
IPU;MDV;All;2016;People's Majlis Unicameral;Peoples Majlis Unicameral;Percentage of women;People's Majlis Unicameral Percentage of women;5.88;60;IPU60
IPU;MLI;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;8.84;46;IPU46
IPU;MLT;All;2016;House of Representatives Unicameral;House of Representatives Unicameral;Percentage of women;House of Representatives Unicameral Percentage of women;14.71;38;IPU38
IPU;MHL;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;9.09;56;IPU56
IPU;MRT;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;25.17;46;IPU46
IPU;MUS;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;11.59;46;IPU46
IPU;MEX;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;42.6;6;IPU6
IPU;MEX;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;36.72;63;IPU63
IPU;MCO;All;2016;National Council Unicameral;National Council Unicameral;Percentage of women;National Council Unicameral Percentage of women;20.83;50;IPU50
IPU;MNG;All;2016;State Great Hural Unicameral;State Great Hural Unicameral;Percentage of women;State Great Hural Unicameral Percentage of women;17.11;68;IPU68
IPU;MNE;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;23.46;56;IPU56
IPU;MAR;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;20.51;37;IPU37
IPU;MAR;All;2016;House of Councillors Bicameral;House of Councillors Bicameral;Percentage of women;House of Councillors Bicameral Percentage of women;11.67;30;IPU30
IPU;MOZ;All;2016;Assembly of the Republic Unicameral;Assembly of the Republic Unicameral;Percentage of women;Assembly of the Republic Unicameral Percentage of women;39.6;4;IPU4
IPU;MMR;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;10.16;37;IPU37
IPU;MMR;All;2016;House of Nationalities Bicameral;House of Nationalities Bicameral;Percentage of women;House of Nationalities Bicameral Percentage of women;10.27;34;IPU34
IPU;NAM;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;41.35;45;IPU45
IPU;NAM;All;2016;National Council Bicameral;National Council Bicameral;Percentage of women;National Council Bicameral Percentage of women;23.81;49;IPU49
IPU;NRU;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;10.53;56;IPU56
IPU;NPL;All;2016;Legislature - Parliament Unicameral;Legislature  Parliament Unicameral;Percentage of women;Legislature - Parliament Unicameral Percentage of women;29.58;44;IPU44
IPU;NLD;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;36;37;IPU37
IPU;NLD;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;34.67;63;IPU63
IPU;NZL;All;2016;House of Representatives Unicameral;House of Representatives Unicameral;Percentage of women;House of Representatives Unicameral Percentage of women;33.33;38;IPU38
IPU;NIC;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;45.65;46;IPU46
IPU;NER;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;16.96;46;IPU46
IPU;NGA;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;5.56;37;IPU37
IPU;NGA;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;6.48;63;IPU63
IPU;NOR;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;39.64;56;IPU56
IPU;OMN;All;2016;Consultative Council Bicameral;Consultative Council Bicameral;Percentage of women;Consultative Council Bicameral Percentage of women;1.18;10;IPU10
IPU;OMN;All;2016;State Council Bicameral;State Council Bicameral;Percentage of women;State Council Bicameral Percentage of women;16.47;66;IPU66
IPU;PAK;All;2016;National Assembly Bicameral;National Assembly Bicameral;Percentage of women;National Assembly Bicameral Percentage of women;20.59;45;IPU45
IPU;PAK;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;18.27;63;IPU63
IPU;PLW;All;2016;House of Delegates Bicameral;House of Delegates Bicameral;Percentage of women;House of Delegates Bicameral Percentage of women;12.5;31;IPU31
IPU;PLW;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;15.38;63;IPU63
IPU;PAN;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;18.31;46;IPU46
IPU;PNG;All;2016;National Parliament Unicameral;National Parliament Unicameral;Percentage of women;National Parliament Unicameral Percentage of women;0;53;IPU53
IPU;PRY;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;13.75;6;IPU6
IPU;PRY;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;20;63;IPU63
IPU;PER;All;2016;Congress of the Republic Unicameral;Congress of the Republic Unicameral;Percentage of women;Congress of the Republic Unicameral Percentage of women;27.69;9;IPU9
IPU;PHL;All;2016;House of Representatives Bicameral;House of Representatives Bicameral;Percentage of women;House of Representatives Bicameral Percentage of women;29.45;37;IPU37
IPU;PHL;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;25;63;IPU63
IPU;POL;All;2016;Sejm Bicameral;Sejm Bicameral;Percentage of women;Sejm Bicameral Percentage of women;28.04;62;IPU62
IPU;POL;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;14;63;IPU63
IPU;PRT;All;2016;Assembly of the Republic Unicameral;Assembly of the Republic Unicameral;Percentage of women;Assembly of the Republic Unicameral Percentage of women;34.78;4;IPU4
IPU;QAT;All;2016;Advisory Council Unicameral;Advisory Council Unicameral;Percentage of women;Advisory Council Unicameral Percentage of women;0;1;IPU1
IPU;KOR;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;17;46;IPU46
IPU;MDA;All;2016;Parliament Unicameral;Parliament Unicameral;Percentage of women;Parliament Unicameral Percentage of women;22.77;56;IPU56
IPU;ROM;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;20.67;6;IPU6
IPU;ROM;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;13.97;63;IPU63
IPU;RUS;All;2016;State Duma Bicameral;State Duma Bicameral;Percentage of women;State Duma Bicameral Percentage of women;15.78;67;IPU67
IPU;RUS;All;2016;Council of the Federation Bicameral;Council of the Federation Bicameral;Percentage of women;Council of the Federation Bicameral Percentage of women;17.06;14;IPU14
IPU;RWA;All;2016;Chamber of Deputies Bicameral;Chamber of Deputies Bicameral;Percentage of women;Chamber of Deputies Bicameral Percentage of women;61.25;6;IPU6
IPU;RWA;All;2016;Senate Bicameral;Senate Bicameral;Percentage of women;Senate Bicameral Percentage of women;38.46;63;IPU63
IPU;KNA;All;2016;National Assembly Unicameral;National Assembly Unicameral;Percentage of women;National Assembly Unicameral Percentage of women;13.33;46;IPU46
